label,text
anger,虽然我系个女仔，你扑街霸住人地噶位还训甘爽，我偏有动来东去，等你没觉好训！！！
anger,[怒][怒][怒]有种话我，我实指证你！！！
disgust,最讨厌那些所谓的圣人！
disgust,装得自己很厉害，认都不认识他却一直对你指手画脚，装的和你很熟的样子。
disgust,你个258，不需要你来指示我！
disgust,变态！
disgust,受不了，你可不可以去死！
like,淘宝Ued团队，我觉得不能用强来形容，强这个字太弱了。
sadness,"头痛欲裂,忍不住想吃颗止痛片,倒头便睡。"
sadness,其实，你爱上的只是爱情，并非我。
sadness,所以我只是某个人的影子或替代。
sadness,如果是这样，请给我一条生路，放我走。
like,在这里，酒并不醉人，醉人的是阳光和呼吸。
sadness,到吃饭的点了可没食欲，人最可怕的就是没有了欲望，对人失望，对事绝望。
like,金厉旭我只在乎你真的好好听哦崇拜！
like,下午场都录嘞，现在休息休惨了哈哈哈哈哈，崔始源今天被说崔老板，被叫到后来他说我不是他们老板，我是他们老公，抽歌迷上台还说是我的女人，还把那歌迷抱在胸前按在胸肌上，于是今天让我最失控的是崔始源…
like,一看就舒服，这才是完美的夏天~我想放暑假！
anger,腿上的伤口好明显 T T 这又不是玩命啊 去他的节目啊咱本来就够优秀了不是吗？
surprise,戴了护膝还摔成这样那冲击是有多大[泪]
anger,每次有新政出台就会有一批人富起来！
anger,[惊恐][愤怒]
sadness,人生不止，寂寞不已。
sadness,寂寞人生爱无休，寂寞是爱永远的主题、我和我的影子独处、它说它有悄悄话想跟我说、它说它很想念你，原来我和我的影子，都在想你。
like,法国老板热情又好客，主打可丽饼，也有法国空运来的生蚝和法国葡萄酒。
like,Crepes有近百种口味和配料可供选择，酱料超级丰富，咸甜味皆有。
like,Lunch/Brunch Set 量都很大。
happiness,好吃P，无药医~ [偷笑]
surprise,当我接过U盘时，我震惊了！
disgust,可是，这么惬意的地方，出现了这样大煞风景的一幕?唉[害怕][害怕][害怕]
like,因为梦想，所以坚持 ![心]
like,//@羊脂球小姐的爱:....这妞儿 真美[花心]
like,他是舞蹈神童、却曾经说为了suju发展而退出的话、他不是不肯定自己的实力…
like,只是怕自己的拖累队友、他很努力的追求自己的爱情、却不知为何原因到现在都未成正果…
like,只是他从来没有放弃过、他是superjunior的舞蹈担当神童、他是我最心疼的偶吧申东熙。
like,编号50022308和编号50022645~代金券神马的最好了~~~[太开心] 地址：[活动]
like,一流的！
happiness,这是我偷偷发的[哈哈][哈哈]
happiness,//@刘洪婧还是要偶尔上下微博:是这个美术生~[哈哈]
anger,故意杀人罪，枪毙！[怒]
disgust,中国不是美国法律在什邡暴乱中的无力难道看不出来吗
sadness,相比之下TANK是板正了些，积家确显优雅。[失望]
disgust,广电的垃圾信号，连720p都达不到，顶天480p
disgust,顺便BS一下广电机顶盒和遥控器那街道作坊级别的功能和质量，有它们在，再高级的电视功能配置都被浪费了，永远怀念我的双画面功能，当时看球赛的利器呀
like,尤其是后面部分，听入迷了~~[害羞] [视频]
happiness,我在这里: #长沙市区#很高兴再次见到卡尔?兰德里，再一次的合作开始了。
like,一定有用~[鼓掌]
happiness,回复@森淼1029:[哈哈]啊哈哈哈哈哈！
like,只有雕能让我对妞的热情不减啊！[赞]好怀念屁屁体委里得我妞！
sadness,再也会不去了！[泪]
like,分享图片 收到洪磊老师亲手设计的展览请柬，非常奇特的设计，特别是标题时间和照片巧妙的衔接，引人疑惑又明确。
like,期待二十七日飞去上海体验更奇妙的展览。@大静的旅行
happiness,把我的希望用文字来寄托，微笑期待与亲有一次开心的偶遇。[庆祝]
happiness,这本身就是一件开心与快乐的事情这一刻我们的幸福就被Hold住了，祝小编快乐、幸福、如意、健康！@源林华
happiness,我在金地中心：领导派我来取点儿东西，坐在不同的办公室体验不同的办公氛围和公司文化还挺有意思的[鬼脸二]比如以前以为先玉335是个烟名儿，最近才知道这是种玉米种子[开心][开心]
disgust,我正在质疑中， 网线总出问题！[晕]
like,不过的确是可敬的对手，求李宗伟和林丹的~
like,支持！！[赞] 郭培加油~~ [haha]
anger,尼玛'''我长的老吗？
anger,无语了'''尼玛''[怒] 我在:
like,像露珠一样滑入心底[嘻嘻]
like,//@阿宁祝玄彬的智苑628生日粗卡: 你的笑靥，仿佛夏天的风，从六月飘来七月，清新而淡雅，悄无声息地滑入心底…
disgust,【邹恒甫：有经济学家当婊子还立牌坊】他们一边在央行货币委员会当委员拿国家的工资，一边给上市银行当独立董事拿高薪，两头赚。
disgust,就像一边给裁判员打工，一边给运动员打工，简直把国家大事当儿戏。
disgust,这些人都是说一套、做一套，“当婊子还要立牌坊”。
disgust,癌症率居全国前列谁说的？
disgust,没有证据的危言耸听还是少说的好。
like,北京演唱会热情犹在，紧接着韩庚为喜欢他的朋友们又送上一份厚礼——全新单曲《最佳听众》重磅发布！
like,这首歌曲更是邀请到了乐坛天后萧亚轩一起合唱，相信两位全能实力艺人的合作，会迸发出更多精彩火花！
happiness,我的HHP碎成一地渣了啊哈哈XDDD
like,美国一只20个月大的伯瑞犬(Briard)有一个拿手绝活：它喜欢骑着滑板车到处溜达！
like,汪星人又进化啦！[视频]
disgust,是因为他们首先对不起人民。
disgust,社会公平正义在哪里？
disgust,政府执政党都在忙乎些啥？
like,支持好活动，祝大家都好运！
like,"分享是一种美德,感谢这么给力的活动，微博有你更精彩"
like,长得好。。。
like,祥和。。。
like,我喜欢从烟雾中走出的自恋的你~ [心情]
disgust,这样造谣的贴新浪应该删博主的ID吧!
anger,不气不气！
anger,我就是对这人人品不认同 有话不说直接拉黑 估计回复都得删了我的！！
like,//@爱上锦紫苏:空姐姐，咱不生气了啊，不跟sb一般见识，还是想想哪天咱俩去吃饭吧[爱你][爱你][爱你]
happiness,哈哈~
disgust,最讨厌闯红灯的，还拖家带口闯红灯！
disgust,//@甜心偶尔改个名儿之上班T_T:最讨厌这种傻逼！！！
disgust,非得走你还不快点儿走，打着电话，眼神放空，一步三回头你走台步啊你！！
like,小清新!!!!!!!!!!!!!!!!!!
like,//@Daisy__勋鹿中毒中: 好喜欢！！
like,《【爱の虹】20120421 LONDON HEAT～ロンドン热视线「樱井翔」》 [视频]@土豆网娱乐）福原爱小时候好可爱，日本的瓷娃娃说着一口东北话。
happiness,哈哈。
happiness,笑喷未能怀孕[哈哈]
happiness,哈哈，真的吓到了，一看到保时捷就激动了。
like,很绿很环保，很好很强大[good]
like,我昨天去看了lucky，医生怕lucky太兴奋，没有让照相，lucky的精神状态非常好[爱你]
happiness,智商不够哈哈哈！
like,足利大人帅的我牛内啊！！
like,真NB，变态四国！
sadness,"[话筒]今天有一段出现的都是70、80年代的歌手，是经历现实与梦想冲击的一代，也是充满惊喜与意外的年代,可能这些歌手就像是一个情人一样，永远都不会腻味，永远在心里都有一个位置，突然间听到的时候还有点酸酸的，还夹杂着一些失落感吧《Cool jamz》正在直播，在收听地址："
like,提供这么好的活动！！
like,好活动大家支持支持！！！
like,好品牌值得大家信赖和关注！！
disgust,朝廷台的@CCTV外语频道 进来看看，你所谓的马英九表态“中华民国政府和国军将采取一切必要的措施，捍卫祖国主权和领土的完整”在你的白日梦中吧。
surprise,有的官员读完博士后，居然只用了4个月。
like,诶嘛~你截图了~好聪明~[哈哈][哈哈][哈哈]就是赚人气啦~。。
happiness,[嘻嘻] [嘻嘻]
disgust,15岁给青少年们看看，不要虚荣的以为坐进豪车就会有好日子等着你了，等着你的也许是一生都灰烬的断头路！
like,汤同学的毕业作品 依然是他的风格 细致逼真 其实我反而觉得佢的更有特色 只是位置唔好@dingdong_yip 琴日超攰啊 你攰吗 睇展真??
like,生日快乐RW！！！[蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕] 地址：
like,"本人受@蔡海滨MikeCAI 影响迷恋沙茶酱多年,咱们下次一道来,让你这陆丰哥品鉴品鉴[haha]"
sadness,痛不欲生的周一 想想就心痛 咬着被角默默流眼泪
sadness,那就一起疯吧！！！[泪]
sadness,我也不想活了。。。
like,电影《地心探险记2》中@BlackDiamond 的背包好漂亮哦，国内有得买了吗？
disgust,这种细节真值得表扬么？
disgust,呵呵，这只是取悦了国人而已
happiness,哈哈哈哈哈哈哈哈！！！
like,恭喜刘忻/韩承羽《那片海》蝉联#流行音乐风向榜#三周冠军！
like,好感动得升旗仪式。
happiness,@-大熊喵 等的你考试呢时候也会有我照片呢[哈哈][哈哈][害羞]
like,orz....太牛了。。。
like,//@奇爱博士尹珊珊: 这个真的是猛……
like,[可怜][太开心] 谢谢博主分享！
like,期待[赞]！
like,谢谢博主分享[太开心]！
happiness,我真不是忽悠你去@崔文颖_晓白 [哈哈]真心好美，去晚了可就。。。[心]你看，查看大图。
like,2010年世界公开赛奥沙利文VS亨德利，精彩，高清，国语解说。
like,多谢大家啊~~
happiness,最难忘的一年[笑哈哈][笑哈哈]！
disgust,回复@甲鱼甲鱼:特别缺德，经过瑞表集团维修中心检修发现丰联广场那个所谓的特约维修中心之前给我换的是“非原装电池”而且电池没电了！！！
disgust,太TMD坑爹了！！！
disgust,按照原装电池的收费标准，换了块山寨电池！！！[怒][怒][怒]大家多多转发揭批黑店！！！[怒][怒][怒]
like,@来自某个星球_Anne 亲爱的！！！！！！！！！！！！
fear,"@我:大清早被护士喊醒验血，看她手里五支管管，我就翻胃，她还说又不痛，你紧张乃嘛,md，抽我这么多血我能不紧张吗[泪]，老公说老婆可怜袄，等好了叫妈妈顿鸡给我吃补回来。[馋嘴]"
happiness,小秋子给太后请安[偷笑]@Sindra 拍的好拍的好~哈哈
like,#爱情闯进门#我们的表哥也是又帅又勤劳的！！！
like,真是很感人[泪] 童鞋们劳动节有木有帮家长做家务那！@刘潮_SM
like,//@乖乖瑶小瑶: 看不够看不够看不够啦！！！！
disgust,就是这样，你都做了什么值得孩子付出的?
like,"今晚维港烟雨蒙蒙,22:33终于回到大陆鸟~@Sherry石仔 铜锣湾许留山的芒果类食物好好吃,不过红豆一般般~现在还在地铁上呢~"
disgust,丑批多作怪， 她自以为拥有了与凤姐一样美丽的面容，就可以 呵呵 哎哟，不要恶心我咯么，装成熟？？
like,回复@月光影866:我刚刚查了下，这丰胸产品口碑还不错，销量大，价格合理[good]
disgust,世界最无耻事件！
disgust,国际丑闻！
disgust,纳税人交钱养活的东西，没有把事情做好，自己却享受特供，世界还有第二个这样的国家？
like,[心]冰凉一夏，镜在酷尔！[给力]酷尔公司推出超奢华的太阳镜！[笑哈哈]新款啦~~~[加油]美死了~~~ 地址:[花心]淘眼镜看的就是眼光~~
like,我倒是喜欢被这里的师弟、或者了解中国文化的韩国朋友、或者中国人请客。
like,港式，很正宗。。。
like,美丽密令 吴君如超级搞笑港式普通话 [视频]
disgust,现在做节目的都不先调查调查了解了解就开始乱放炮了么...
like,这张是不是好看shi了！！！
like,我最爱。。。
like,笑起来真好看！！
like,"【央八剧星到】刘劲老师昨日为CCTV-8拍摄了宣传片[玫瑰]""有的故事给人力量,有的故事启迪智慧,生活因智慧更加丰富""[赞啊]"
like,"拍摄过程中不时修正自己每一个细节,力求完美,难怪荧幕上的他举手投足精准尽现伟人风采~[阳光]"
like,//@茶语新人: [给力][赞]吟风而读！[呵呵]
disgust,仅仅笑话而已，这信息你都当真... 呵呵，无语。
like,"#卡慕咖啡感恩父亲节有奖转发#老爸，我爱你""每次电话里，每年的父亲节，每个无法回家的节日里，我都依然无法说出的感谢和对父亲的爱……"
like,父亲的白头发越来越多了吧，烟也少抽点吧，希望哥哥能更懂事一些，让我们操劳一生的日渐苍老的父母也享下天伦之乐吧，愿父母健康平安一生。
like,推荐观看季后赛第二周大片 ——16:9高清画质，多角度全景展示，细节丰富；
like,场景切换节奏明快，动静相宜；
like,立体声配乐激情洋溢，NBA娱乐的顶级作品。
happiness,啊哈哈哈哈哈哈（￣へ￣）
like,//@微博小百科: 真可爱[哈哈]
sadness,你今天好不热情[泪]你不爱我了[泪]
like,今天就要播放《一路星光·刘德华》最后一集啦~舍不得和刘德华之间的那份真挚的感情，他是伴随我成长起来的一代偶像！
like,我们会一直支持着这个不老的常青树，一直关注者小女儿刘云善的成长，一直感受着天王如影随形的温暖。
like,感谢各位观众的悉心陪伴，感谢你们对音乐传奇的如一坚守[拜拜] @CCTV看点
like,忽略它那身材真的好Q
like,//@兔团兔兔: 越来越q[威武]
like,太美好了，虽然身高略不科学=v=
like,在路易威登和ELIE SAAB的两场秀上，她的优雅复古名伶LOOK和红裙卷发魅惑LOOK表现的都相当行云流水，值得称赞！
like,突然间想起了早上含苞待放的昙花，真的开了[太开心]好漂亮，好香！
like,祝活动圆满成功，童鞋们一起来支持，好运降临我
like,妈妈，这世界上，没有人比您更爱我；
like,妈妈，无论在哪里，我永远爱您！
like,祝福您幸福安康，青春长驻！
like,祝福天下所有母亲幸福快乐！
anger,我次奥。。。
anger,水质差空气差，不让人活了啊！！！
sadness,//@nokki卡布诺琪: 领悟透了~~[泪] [泪]
like,好主意！！！！！！！！！！
sadness,我就记得李晟敏一说走我就开始哭哭到下首歌开始我先听歌吧然后李晟敏又出来了我又继续哭前面故凉还给我递纸= =
sadness,//@李赫海是我此生最重要的存在: 我也是的 KRY的歌还有李东海要走还有李东海回来然后安可然后李东海不在 一次一次戳我泪点。
sadness,我在金钟云那区- -看着对面海世代我也想哭
happiness,我刚从那边离开....[泪]买完就走了哈哈
like,韩庚，你又帅了！！”~
disgust,这位乘客太过了吧！
sadness,我什么都没干@为CriSuk而着迷的阿佑酱T3T [泪]睡不着
anger,MD，老子的血汗钱！
disgust,//@谷风GG:还不够豪华？
anger,去他奶奶的！[怒][怒]
happiness,[哈哈]笑SHI我啦！
happiness,~看一次笑一次~太逗了~
like,生日快乐！[亲亲]
like,帅气！
like,致敬！
like,这才是人民的好警察！[赞]
happiness,"笑死人了//分享网易新闻:国际小姐重庆三甲被指""太丑"""
disgust,这么高贵居然有那么下三滥的手段。。。
disgust,贱就一个字
disgust,总经理喝多了，什么价都敢卖！
disgust,//@广通丰田杜满江:太忽悠了！
happiness,//@山猪妹 ，第二个想到的还是你啊~~[太开心][太开心]
surprise,公司音乐竟然还有老哥的《这是我姿势》《我在存在》《无得比》[鼓掌][鼓掌][鼓掌]@paul家八姨婆--SMN
like,说得好！！
sadness,[鼻涕]今天有个妈妈告诉我，她顺产成功了?双顶颈9.9，好厉害哦[眼泪]，瞬间貌似又有点信心了[心]，可是[闭眼]现在35w头就9.73了，难道最后几个礼拜他头[婴儿]不会大啦???有木有这样的情况发生啊?医生又说我骨盆条件一般[鼻涕]，要不要试试拼一次捏[大哭][大哭][大哭]@奇妮280日孕妈咪计划
like,李蕾和柴静不仅文美，长相也美！
disgust,虚伪的给人家裸雕打马赛克呢
disgust,放你妈的狗屁！
like,@我在暗恋一个叫谢雯倩的人 你还是小的时候比较可爱一点
sadness,#图说云南# 昆明一下雨就变成停车场[抓狂] 站得小腿疼，坐得屁股疼，睡得脖子疼，吹得脑壳疼，看得眼睛疼，吵得耳朵疼，饿得肚子疼，等得心里疼！
sadness,这就是在昆明这座堵城的路上状态！！[抓狂] （图/@动物花纹）
surprise,好灵异！[吃惊][给力]
happiness,是不是很给力！
disgust,呵呵，是靠牙齿加分么
disgust,//@把姓倒过来也可以的呦: [鄙视]
like,非常感谢
like,不是吧我也要呆毛！！！
like,//@一叔励志成为S级灭菊魔导士: 呆毛好棒...
like,剧透：主角小鼠叫壳儿，好可爱的名字！
like,要是刘大爷用他爽朗的大嗓门读一段一定更有效果！
happiness,哈哈！
like,让我们期待吧！
like,#周笔畅TGC时尚盛典# @周笔畅 这样的抓拍你喜欢伐，这样的表情你喜欢伐[泪流满面] 人家好喜欢的呀，好喜欢呀好喜欢呀[爱你哦][bed凌乱] (此人疯了[笑哈哈])
happiness,可喜的是，居然免费逛。
like,@阿希_头像我们结婚吧 亲爸生日快乐[蛋糕][蛋糕][蛋糕][蛋糕][爱你][爱你][爱你][做鬼脸]要继续努力刷屏哦哈哈～
like,你懂的[得意地笑]这次的衣服比上次的简单多啦[偷笑]中山装太好看了
happiness,@葱说我蒜到了 这样是不是很开心呀[噢耶]#李宇春儿童节快乐# [cai晃头]好期待[笑哈哈]
like,正是他的这般与众不同，所以我才会关注。
like,//@重新回来的女人: 他的与众不同就在于他有自己做人做事的风格，服从自己的心，令人可敬，让人佩服！
happiness,@全球流行风尚 写作业的女孩长大了[哈哈][哈哈][哈哈]
disgust,你们都是小儿科啊，伦家滴微博被整体复制很久了，包括评论，特好奇谁TMD的这么崇拜我。
like,这就是传说中的华硕中的战斗机，这配置真NB[哈哈][哈哈][哈哈][给力][给力][good][good][good] @梦梦马尔代夫
sadness,//@每天学些小知识:“足足等了两个小时，过去7、8个人都不愿意上我的车[泪]” 一阵心酸涌上心头[泪]~
disgust,执法部门不作为，等于犯罪。
disgust,职能部门的不作为等于犯罪。
disgust,有政治犯的国家都不是什么好鸟
like,招行这功能确实不错，以抵达而非关舱门计。
anger,把他从18楼扔下去[怒][怒]
happiness,哈哈哈哈哈，白大叔神吐槽
sadness,@豆汤立誓做八十天和尚 CP俺突然绝望地好想屎，突然觉得俺这几年的热情一下子冷却了，突然觉得脑子里的东西都被从外面敲碎了，突然一下子什么继续萌的理由都没了，突然一下子好像恍然大悟了不知所措，那种美好了很久结果是一场梦的感觉（大哭了起来
like,叹服的工艺-----欧洲皇室的皇冠。
like,既是皇权的象征也是珠宝工艺的顶尖之作。
like,再来一张祝你健康长寿，笑口常开@糖TYX
disgust,昨天开玩笑一说，今天就真有二逼媒体这么干？！
disgust,就算只选一个角也比这样做好吧～
like,@小霜 好贴心，好爱你，你是世界第一棒的经纪人[爱你][爱你][爱你][爱你]我还在想念你温柔的声音啦！[花心][花心][花心]
disgust,贪官陪训中心宣言！
disgust,//@丁道勤: 居心何在？
happiness,哈哈大笑'爱要大声说出来'哈哈大笑@佳慧慧慧_jh
surprise,我瞬间傻眼了，这是要下一个星期的雨？
fear,@数字影像工作流程 大师救命阿！
like,她们温柔、清新、妖娆、优雅……
like,她们独一无二！
like,每个女人都是限量版，值得一生珍藏！
like,期待好运!
like,#韩庚快乐大本营#有几张快本的图漏了做=皿=++谢特，这只小仓鼠可爱爆了好吗！！！
disgust,严重质疑新闻的真实性。
disgust,看闭幕式时，我已经无力吐槽，白大叔，麻烦你多看点欧美音乐的文献。。。
like,"2班和3班也要加快动作才行,期待我们墙报比赛吧~ @广东大学生福彩公益奖 (请原文转发)"
disgust,早上发现自己吃什么就能吐什么..这是厌食嘛？
like,3DM蒹葭汉化组《暗黑血统2》简体中文汉化版发布-3DMGAME 3大妈真是咱屌丝的救星！！！！
happiness,深陷这两天的美好回忆不可自拔。
happiness,@水手龟-咩咩必须比任何人都幸福 btw你名字可以再长点的！
disgust,空气不用搭理它，这货原名学无止境V，打着左派旗号搅混水，高度疑似网特@AC_CC_Code:
like,回复@木言工坊: 感谢韩寒。
like,每每关键时刻，敢说，敢做。
like,和某舟子对比之下，更值得这社会敬重千万倍。
sadness,专门去了一趟情妇馆，悲剧的赶在了周一。。。
like,发现这个和尚很帅啊 大家都学佛吧 [视频]
disgust,这还要山寨啊，韩国导演在中国弄个合拍片赚点钱也真不容易。
like,#Kingband皇家乐队精选款免费送##乐粉们，我要对你说#狂欢仲夏，和朋友们一起舞动起来吧，欧洲杯，奥运会[给力]支持！
happiness,回复@二楞子铜豌豆:凤仪和众ac今天失魂落魄的[哈哈]
fear,但看了看王的生平，我脊背发凉！
like,很听话很可爱的样子~~~ @小哈变形记
surprise,苍天啊！
disgust,难道一南一北都是过期啤酒在卖吗？[视频]
surprise,昨天宿舍大扫除，翻出了从大一第二学期就没穿过的鞋子，里面居然有蟑螂。
disgust,好恶心，可是又舍不得扔这双鞋。
like,感谢@可爱的JUN君 两位灯光师帮我照明。。[酷]
disgust,回复@金卓颖:某些专家很脑残！
disgust,自己不懂生活就算了，妨碍别人就是你的不是了！
like,平安落地是多么不容易，祝福！
like,又是一段幸福的时光，又是一次真诚地祝福!
like,我要成为你们的忠实粉儿永远支持支持一下，幸运会降临吧！
like,//@马蹄声狂乱2012: 太NB了
disgust,现在是政府简单粗暴地停止了项目，只为稳定，没有人真正关心什邡当地老百姓是从中受益还是吃亏。
sadness,#晚安北京#@无敌兔Faith：用了将近7个小时登上北京旁边最高的海拔2400米的西灵山，这座无路可走山确实让我几多忧愁。
like,当我爬上山巅，望见银河东升，壮丽的场景横跨整个我的视野，包括着不夜城北京，一夜无睡！
like,一早开始陆续收到给督主的情人节礼物，各位同事已经眼红大半天了[偷笑] Happy valentine's day!@陈坤
like,今天是男人节呀！[哈哈]
like,//@张朕桻: 节日快乐！
happiness,//@芯舞飞扬:天天晚上上歌乐山[嘻嘻][哈哈]
like,支持环保！
surprise,湖北汉川高中生被逼跳河割耳 家属zf大门套说法，竟被特警殴打。
anger,TMD这是一个什么样的国家，什么样的社会啊！
surprise,真空包装里竟然还有活虫子··！！
disgust,还做了建了爱巢我擦！！！
like,"【当骗子遇到CCTV】这次,我们不得不为央视喝彩了!!@张笑恒"
disgust,该死的人贩子~~ 祈祷孩子早点被找到~
like,SPY的4首新歌都上了榜，但是SFS才是第一主打啊！
like,"大家记得把先刷A版SFS，再刷C版SPY,要把SFS刷回上榜首啊啊啊！！！[泪]@minteunice @"
disgust,都特么玩儿蛋去！[鼓掌]
like,我妞的第一部戏[亲一口]
sadness,可惜啦！
like,因为实在是太可爱，被网友广泛转发而走红。
like,以「世界的美少女·白色妖精」身份出道的PRESTIGE混血专属嫩模歌手[花心]真的很卡哇伊撒 屌丝们~~~ 更多图片 详见
disgust,有钱就有人脉关系，没钱就没关系，没钱就没保护伞，有钱就可以买一把“保护伞”保护自己诈骗更多的钱财。
like,看评论很有意思，推3G卡！
like,20多分钟，CD般的现场，包揽各项大奖。
like,还有在唱《Mirotic》时候shinee弟弟珉豪和钟铉跟着节奏欢唱摇摆，下面的歌迷也各种应援给力。
like,08年，对我们意义深重的一年。
like,节俭的好孩纸。[爱你]
like,这么好的活动这么能不参加呢！
like,好运降临吧！
happiness,哈哈
like,一首很窝心的老歌。
disgust,"心里变态,必须严惩!!"
like,祝愿男孩早日康复
anger,//@吕燕:这两个畜生一定要找出来严惩！[怒]
surprise,这货蚯蚓都敢吃？
like,帅瞎了！
disgust,贱奴词穷，本座还没发力就跑了明天等蟑螂来吧
disgust,//@小贾童鞋的类酷:去找你老爸做这话贱婢你都说得出来，雨筠妹妹看来欲望不浅
sadness,[抓狂][抓狂][抓狂][抓狂][抓狂]@want油2stayTT 难平抑郁怎么整[泪][泪][泪]
like,#六一送书#书是宝宝最好的朋友，希望宝宝爱书，能够从书中汲取真善美，健康快乐成长。
like,也祝小朋友们六一快乐，天天向上@啊米的世界
surprise,孙悟空定住七仙女之后，TMD居然吃桃子去了~猴子就是猴子~（来自@Rizmine 欢迎高手改编～）
like,感到 一个人的奥林匹克[赞][赞][心][心]
sadness,我哭了TMD，这东西怎么看
like,@蕊蕊kerry 多谢款待咯！
like,美味啊！[偷笑][偷笑][偷笑][偷笑]
like,#关注新店入驻#赛特奥莱最近惊喜不断！
like,[赞] 人民日报为人民
like,//@胡锡进:赞人民日报追踪报道此事。
happiness,特大号灯泡～[偷笑]
happiness,//@醉眼看窗外: 你和谁俩去，我后面跟着[嘻嘻][lxhx奔跑]
sadness,[泪][泪][泪][泪][泪]我难过死了
like,丽江的最后一个慵懒的下午~~~很有文化气息的酒吧，很有特色的民乐，真实纯朴才是最震撼人心的~~~
disgust,非常十分不愿意打扫卫生。
like,#世界腾冲 天下和顺#几经周折终于收到了[太开心][鼓掌]，小编人真是太好了[good][good]听说第一次的我没收到就赶紧帮我查，然后又重新给我邮寄一张，而且这次选择使用安全的挂号信[爱你][爱你]@世界腾冲___天下和顺
like,全面进驻新台址的体育中心果然气度不凡，气场强大?禁止打酱油，iphone也不行！！！[哈哈][哈哈][哈哈] 我在#中央电视台新台址#
like,小甲：5岁的福原爱就这么可爱~【5岁小福原爱参加综艺节目 [视频] 】
like,#童心未泯，大儿童#可爱，萌萌的音乐存钱罐，只要将硬币投进去就会放出音乐哦~想拥有一个么？
like,安妮海瑟薇， 国外女星中，最喜欢她和奥黛丽赫本了， 这首魔法灰姑娘中的插曲 ，也挺喜欢的。
sadness,三百··寂寞melody [视频]@骆协锋被负万行泪:是否我、真的一无所有[泪]
like,//@四岁小狼YO: 啊啊啊啊啊啊我美丽的二奎亲（的胡纸
surprise,这是哪里的大天坑啊？
surprise,[吃惊] ｜from
happiness,这是不是体验江边人家的生活[哈哈]@Lil_Dwyane
disgust,让地方个别狗官和奸商见鬼去吧！
like,就是这两史萌样让人着迷嗷嗷！！！
like,张靓颖《如果这就是爱情》今天不知为什么，觉得这首歌挺好听的，虽然不是新歌，但还是反复听了很多遍...我没有选择我不再完整，原来最后的吻如此冰冷，你只能默认我要被割舍，眼看着你走了。
happiness,此截图真是各种表情帝呀 [笑哈哈] 120506 KBS2 Hello脱口秀 泰妍截图 29P[DCTY][打包] 站内戳：
like,美梦~[爱你][爱你]
like,不能抵挡的敏旭DJ的魅力啊！！
like,~KTR的官图真是越来越好看了[泪]
like,07号拍官图的时候，妹子都都在嚎叫太可爱了太可爱了，快来看看有什么吧~[笑眯眯]
like,嗯，那样子真帅！
happiness,唯娘真开心！[亲一口]
disgust,//@良心正在发现:你是反对暴力的，我知道，所以你也就是牢骚几句，装装B。
disgust,都说王蒙是非常聪明的人，我想也是的，他这种投机的聪明是中国作协体制内作家的共性。
disgust,由此可见，王蒙们可不是被逼为娼的，他们是长袖善舞乐此不疲的卖货！
disgust,义教组的苦逼们还在开会喂蚊子[挖鼻屎][挖鼻屎]@筱潼TMD又要备考
disgust,这就是党国的言论自由啊
happiness,还能弄得挺点哦！[偷笑]
like,我爱生活， 爱时尚 ，来支持了[耶][ok]~
fear,拔牙了拔牙了[打针][药丸][打针][药丸]怕怕啊[害怕][惊恐][害怕][惊恐]求医生轻点啊[大哭][大哭][大哭]我在这里: #同济大学附属口腔医院#
like,同贺佐敦！[鼓掌][干杯][喜]
happiness,各种欢乐。
happiness,好欢乐的花絮照~
like,@韩庚 新专辑 挺棒的 概念和音乐 都是我很喜欢的 ！
like,@鲍鲍-抱抱 亲爱的们 好希望有新的一批合照来接班 想你们[心]
happiness,28J的小黄鸡一边去[得意地笑]
sadness,打着嗝流下同情的泪...
disgust,啧啧，忍不住骂一句臭傻逼
surprise,女主持人直播吐槽惊人！
like,这女主播真NB，这绝对不是口误啊！！！
like,周董周董 一辈子的偶像！
disgust,[衰]要不要这样花痴.....
like,#朴有天生日快乐#生日贺礼。。
disgust,枪毙人质呗，马上要死的人才干的事
sadness,忽然的在下午听到这首歌时难过的不能自己，没有理由，没有征兆，只是不停流泪。
sadness,是不是，总会有一瞬间，让你泪流满面[泪][泪][泪]黄小琥-没那么简单-[音乐]
anger,"靠,你还真能整!"
disgust,早上新快报有意思，一边版面是《求是》“解决群众身边十种腐败”，一边是香港如何问责特首曾荫权豪华花销。。
happiness,我的 #幸运树# 之『今日运势』得分 55，俺有幸拿了第 2，今天过得灰常淡定。
happiness,311了'去年是311从三亚出发到的上海'然后陪老妈去杭州看西湖吃外婆家'整个一天都处于亢奋状态'晚上还见了小秋文@89年的小秋文 '期待312
like,还挺准的嘛！
like,这个测试挺好玩的~ 哈哈！
like,听了@冯照鹏 泰国自助游的分享 便宜的海鲜啊 透明的大海啊 很想去啊 有意组团去的私信我哈 [哈哈]
like,@周笔畅 笑起来美死了 [亲亲][亲亲][亲亲]
surprise,枪杆子里面出政权[吃惊]
like,"活力动感在现代,无限风光在浩通.汤总[威武]"
like,谢谢亲爱的~
like,@布布漫 怀念咱们那颠簸的山路、坑爹的演出还有最好吃的烤鱼~
like,预祝大家玩得愉快。
like,非常优雅美妙，你似乎能感觉到TA们正在海底舒展缓慢的悬浮摆动。
